question,tag,shopid,brand,cid3,sku,answer,cat1,cat2,profession,source
打孔还要收费,打孔收费,,美的,空调,,打孔非一次性成型孔是指的安装师傅手里特定的工具打孔的具体安装师傅会为您详细解答哦,,,,silicon_valley
现在有现货没有,现货,,美的,空调,,无货是无法下单的哦 ，亲亲提交订单查看一下的哦,,,,silicon_valley
我已经下单了,下单,,美的,空调,,收到亲亲的订单哦 会尽快安排发货的呢,,,,silicon_valley
大一匹是不是1.5,Other,,美的,空调,,亲亲不是的哦,,,,silicon_valley
会不会乱收费,乱收费,,美的,空调,,亲，不会的哦,,,,silicon_valley
有没单冷的,Other,,美的,空调,,没有呢 亲,,,,silicon_valley
怎么还没有送货,空调忘记,,美的,空调,,那麻烦您联系下京东商城的客服为您解决下哦，我们是厂家的客服是无权干涉的呢，不好意思哈。详情还请咨询京东客服400-606-5500进行咨询，会有专业人员为您解答。,,,,silicon_valley
和一级能耗 耗电量能差多少,差多少,,美的,空调,,"一级能效制冷约0.27度/小时，制热约0.48度/小时，支持一晚1.2度电，亲参考下哦~(注:此为测试数据只供参考,具体请以实际环境为准)",,,,silicon_valley
散热片碰了咋办,室外机散热片,,美的,空调,,为了良好的散热效果，空调散热片都是比较薄的，在运输中难免稍有磕碰，但是不影响正常使用的，亲可以放心~,,,,silicon_valley
耗电呢,小时电,,美的,空调,,"定速1.5匹，制冷约1度/小时，制热为1+1度（电辅加热）/小时，亲参考下哦~(注:此为测试数据只供参考,具体请以实际环境为准)",,,,silicon_valley
30平方,Other,,美的,空调,,2匹的哦,,,,silicon_valley
20多平米用几匹的,Other,,美的,空调,,2匹的哦,,,,silicon_valley
25平方的客厅要多大匹的空调,Other,,美的,空调,,2匹的哦,,,,silicon_valley
不是显示无货吗,我的区域,,美的,空调,,您可以看看其他款呢,,,,silicon_valley
我是住一楼的,三楼,,美的,空调,,实际安装环境为准,,,,silicon_valley
送的铜管是多长的,送多长,,美的,空调,,3米的,,,,silicon_valley
几点开抢,开抢,,美的,空调,,0点,,,,silicon_valley
安装是免费的,安装费用,,美的,空调,,您好，空调安装免人工费哈~涉及以下项目会产生额外费用1、墙外高空作业（4楼含4楼以上）2、特殊墙体打孔（超40CM特殊墙等）3、购外机支架、加长铜管（挂机自带3米，柜机自带4米）4、柜机购漏电保护开关、20公里以外远程费（超出20公里按照1.5元每公里计算，例如30公里就是30*1.5） 空调收费价格参考，空调铜管挂机标配3米，柜机标配4米，如以上表格内的项目不涉及，基本安装不收取费用。详细可以点击链接了解一下哦：http://help.jd.com/user/issue/239-275.html,,,,silicon_valley
包安装吧,安装费用,,美的,空调,,您好，空调安装免人工费哈~涉及以下项目会产生额外费用1、墙外高空作业（4楼含4楼以上）2、特殊墙体打孔（超40CM特殊墙等）3、购外机支架、加长铜管（挂机自带3米，柜机自带4米）4、柜机购漏电保护开关、20公里以外远程费（超出20公里按照1.5元每公里计算，例如30公里就是30*1.5） 空调收费价格参考，空调铜管挂机标配3米，柜机标配4米，如以上表格内的项目不涉及，基本安装不收取费用。详细可以点击链接了解一下哦：http://help.jd.com/user/issue/239-275.html,,,,silicon_valley
你是京东自营吗,京东自营,,美的,空调,,"我们是京东直营、美的集团直接供货，所有产品均为原装正品行货,每件产品条码上都有唯一机身码。请您放心购买的呢",,,,silicon_valley
为什么前天买的就降价了,Other,,美的,空调,,咱们是有保价的哦,,,,silicon_valley
一个6100一个6200多 差150 咱能说是最低价,Other,,美的,空调,,咱们是有保价的哦,,,,silicon_valley
不是说有30天价保的吗,Other,,美的,空调,,除了秒杀，套餐、限时抢购，有30天内价保无忧，都可以申请保价的,,,,silicon_valley
100-200之间是吗,Other,,美的,空调,,安装的方式不一样的话收费也是不一样的。具体的是要看您的安装的环境的哦亲,,,,silicon_valley
不打孔 不安支架 不接管能安装上吗,安装,,美的,空调,,不行的呢亲,,,,silicon_valley
售后都是跟实体美的一样的,市罗城县,,美的,空调,,全国联保的,,,,silicon_valley
不用我们预约的吧,预约,,美的,空调,,不用的哦,,,,silicon_valley
免费安装吗,安装费用,,美的,空调,,免费的,,,,silicon_valley
昨天不还3399 今天涨价了,涨价,,美的,空调,,亲在您购买空调的期间内商品30天内降价了，您截图页面价格和下单价格，再联系京东客服补差价就可以的哦，亲您拨打电话4006561000按6转人工为您咨询补差哦,,,,silicon_valley
外机支架需要额外收费,打孔支架,,美的,空调,,亲亲，不好意思。自2005年起出厂都是没有配送支架的  （支架）增加室外机支架铁质：壁挂机40元（不锈钢80元），立柜机支架60元（不锈钢120元）,,,,silicon_valley
正1.5 是大1.5吗,大1.5匹,,美的,空调,,1.5匹就是大1.5匹，叫法不同的，意思一样的哦亲,,,,silicon_valley
京东安装和美的安装是一样的吗,京东安装,,美的,空调,,是一样的呢,,,,silicon_valley
2349的跟2799的有什么区别,区别,,美的,空调,,链接发给我看下,,,,silicon_valley
有外机支架吗,外机支架,,美的,空调,,安装师傅带上门的,,,,silicon_valley
说是25号后有货,Other,,美的,空调,,是以订单为准的,,,,silicon_valley
订单号 77724355942,Other,,美的,空调,,咨询一下京东亲,,,,silicon_valley
人工,Other,,美的,空调,,亲亲在的哦,,,,silicon_valley
30天保价是吧,空调7099,,美的,空调,,京东推出“保价无忧”服务，收到商品30天内，只要发现该商品价格降低，您可以立刻拨打家电服务热线400-656-1000，凭有效订单号，申请价格保护，经确认属实，京东将在1个工作日内讲价差以余额形式返还至您所购买的商品的京东账户中。,,,,silicon_valley
开增值税发票吗,发票抬头,,美的,空调,,普通发票是可以开个人或是单位抬头的，是可以开明细，办公用品，电脑配件及耗材的，增值税发票是买什么开什么的，是需要提供一般纳税人信息的，您可以根据自己的需要在订单里发票选项选择下哦。,,,,silicon_valley
需要收高空作业费吗,需要费,,美的,空调,,4楼含以上，正常高空作业100/台 空中吊人 吊板安装200/台。室内安装。在阳台内安装，不需要外出作业是不收费的,,,,silicon_valley
14楼收多少高空费,需要费,,美的,空调,,4楼含以上，正常高空作业100/台 空中吊人 吊板安装200/台。室内安装。在阳台内安装，不需要外出作业是不收费的,,,,silicon_valley
显示有现货为什么不能购买,Other,,美的,空调,,不能下单付款的商品就是无货了，。或者地址不能送货的。下单都会有提示的,,,,silicon_valley
不拆防盗网能不能安装啊,防盗网,,美的,空调,,亲，具体安装问题 微信关注美的服务公众号咨询的哦,,,,silicon_valley
怎么买不了啊,买不了,,美的,空调,,显示什么呢,,,,silicon_valley
怎么不能购买,买不了,,美的,空调,,显示什么呢,,,,silicon_valley
怎么买不了,Other,,美的,空调,,显示什么,,,,silicon_valley
为什么下不了单,Other,,美的,空调,,显示什么,,,,silicon_valley
有发票吗,发票,,美的,空调,,发票都是有的呢，您拍下选择填写您需要的发票类型就可以呢,,,,silicon_valley
我今天下单 明天到货 后天安装是吗,到货,,美的,空调,,亲下单有显示的,,,,silicon_valley
售后怎么保的,售后,,美的,空调,,咱们京东自营，全国包修六年，全国联保，价保30天，质量问题30天包退换，请您放心购买 ，全国联保，售后服务由美的厂家负责，当地售后网点就是可以的。 亲，请关注“美的服务”公众号，使用手机进行报装或者报修哦，,,,,silicon_valley
质量有保证吗,售后,,美的,空调,,咱们京东自营，全国包修六年，全国联保，价保30天，质量问题30天包退换，请您放心购买 ，全国联保，售后服务由美的厂家负责，当地售后网点就是可以的。 亲，请关注“美的服务”公众号，使用手机进行报装或者报修哦，,,,,silicon_valley
就害怕人家不给送,害怕人家,,美的,空调,,亲 不会的呢,,,,silicon_valley
会出水吗,害怕人家,,美的,空调,,亲 不会的呢,,,,silicon_valley
如果制冷效果不好 那怎么办啊,害怕人家,,美的,空调,,亲 不会的呢,,,,silicon_valley
收费标准呢,安装费用,,美的,空调,,更多详情可参考京东的安装收费标准https://help.jd.com/user/issue/239-275.html。,,,,silicon_valley
是免费安装吗,安装费用,,美的,空调,,更多详情可参考京东的安装收费标准https://help.jd.com/user/issue/239-275.html。,,,,silicon_valley
没货了吗,没货,,美的,空调,,是提示无货还是地区不支持呢亲？  无货的话可以点下到货通知， 不支持的话是无法购买的， 建议亲换一款看看~,,,,silicon_valley
我钱都付了怎么重新下单,钱付,,美的,空调,,亲取消订单,,,,silicon_valley
怎么还收高空作业费,安装费用,,美的,空调,,亲是几楼呢,,,,silicon_valley
那安装是送货的给我装吗,Other,,美的,空调,,亲不是的呢,,,,silicon_valley
要不要另收费,安装费用,,美的,空调,,需要支架吗,,,,silicon_valley
有推荐的吗,推荐,,美的,空调,,亲亲面积多大呢,,,,silicon_valley
货到付款行吗,付款,,美的,空调,,可在【商品详情页商品图片右侧】看到是否支持货到付款。 不支持货到付款： （1）部分商品第三方卖家发货的商品（如商品编号10位编码）不支持货到付款； （2）您所在地区不支持货到付款。,,,,silicon_valley
申请30天保价,保价,,美的,空调,,价格保护申请： 1.网页申请：我的京东-&gt;价格保护 2.手机申请:我的-客户服务-价格保护 3.电话申请：致电京东客服热线 400-656-1000,,,,silicon_valley
怎么补差价呢,差价,,美的,空调,,您可以微信添加公众号“京东家电小秘书”，联系京东家电专属小秘书为您退差价哟,,,,silicon_valley
有高空作业费吗,楼高空作业,,美的,空调,,空调高空作业费4楼（含）以上收费，4楼-10楼是100元/台；11楼（含）以上是200元/台；,,,,silicon_valley
我们可以从窗户出去的,窗户出去,,美的,空调,,"4层及4层以上,从窗户出入墙体外安装，100元/台",,,,silicon_valley
1匹与1.5匹有什么区别,大区别,,美的,空调,,耗电量和适用面积不一样,,,,silicon_valley
是1匹的大 还是1.5匹的大呀,大大,,美的,空调,,亲的使用面积多大呢,,,,silicon_valley
保修要额外加钱吗,额外加钱,,美的,空调,,不需要的哦,,,,silicon_valley
支架多少钱啊,支架钱,,美的,空调,,40,,,,silicon_valley
可以开增值税专用发票吗,开专用,,美的,空调,,/是有普通发票，电子发票和增值税发票的呢，普通发票和增值税发票是纸质的，电子发票是需要下载使用的，增值税发票是可以抵税用的，是需要在电脑上下单并提供一般纳税人信息的哦。您也可以根据自己的需要在订单发票选项里选择下。,,,,silicon_valley
美的旗舰店和美的自营旗舰店有什么区别啊,旗舰店区别,,美的,空调,,自营旗舰店是指生产厂家自己经营的旗舰店。 官方旗舰店指的是经生产厂家官方认可的旗舰店，包括自营店。 一个品牌一般只有一家自营店，但可以有很多家官方旗舰店。,,,,silicon_valley
不会乱收费吧,乱收费,,美的,空调,,具体是跟亲的安装环境相关的哦，以实际安装为准，我们安装售后给您详细说明哦，如果多收费是会双倍补的哦，亲可以放心！,,,,silicon_valley
免费安装吗,安装费用,,美的,空调,,现在就是活动最低价的哦，建议亲亲及时下单以锁定库存尽快给亲配送哦~~#E-s21,,,,silicon_valley
收费吗,窗台放,,美的,空调,,亲 如果不出窗作业是不收取高空费的，出窗作业100   空中吊人 吊板安装200,,,,silicon_valley
我们住13层安装费需要多少,Other,,美的,空调,,有阳台吗,,,,silicon_valley
我的房间需要多大的,推荐卧室,,美的,空调,,亲是多大面积使用,,,,silicon_valley
今天能送到吗,页面显示,,美的,空调,,订单为准的哦,,,,silicon_valley
2楼不收高空作业费吧,楼收,,美的,空调,,不收的,,,,silicon_valley
遥控器电池什么的都有吧,遥控器电池,,美的,空调,,包装清单 遥控器*1、7号电池*2、连接管*1、包扎带*2、密封胶泥*3、电缆线*1、排水管*1、隔热材料*2、墙孔挡板*1、自攻螺钉*2、使用安装说明书*1、压线卡*1、窗帘支架*1、排水接头*1、排水接头密封圈*1,,,,silicon_valley
有价保吗,Other,,美的,空调,,有30天内价保无忧，都可以申请保价的，您可以微信添加公众号“京东家电小秘书”，联系京东家电专属小秘书为您申请哦~#E-s19,,,,silicon_valley
没有货吗,Other,,美的,空调,,是否有货，亲，您可以在配送至区域进行选择，以页面显示为准的哦，能下单的就是有货的 哦， 亲下单试下哈,,,,silicon_valley
没货啊,拍不了没货,,美的,空调,,无货那没有办法，无货可以看下其他款式  由于特价商品抢购顾客比较多 导致暂时缺货嗯啦呢,,,,silicon_valley
1.5匹和1匹是什么意思,Other,,美的,空调,,使用面积不同哦,,,,silicon_valley
一般空调温度在多少度适合,空调温度适合,,美的,空调,,26度,,,,silicon_valley
我地址填错了,开公司,,美的,空调,,亲联系一下京东,,,,silicon_valley
在哪里点啊,Other,,美的,空调,,页面有显示的亲,,,,silicon_valley
保修是多久呢,保修,,美的,空调,,整机6年哦,,,,silicon_valley
怎么解决,扫扫不了,,美的,空调,,您好，若您在使用过程中，有任何问题，用微信关注“美的服务”公众号， 既方便又快捷~,,,,silicon_valley
为什么扫空调上的二维码扫不了,扫扫不了,,美的,空调,,您好，若您在使用过程中，有任何问题，用微信关注“美的服务”公众号， 既方便又快捷~,,,,silicon_valley
我的地址错了,地址,,美的,空调,,订单成功提交后是无法更改的，建议您考虑取消订单重新下单。若您需修改的收货地址和订单地址相差不远，建议您到时候可以直接和配送协商,,,,silicon_valley
不支持销售,销售,,美的,空调,,您的收货地址在X省、X市、X区的呢？妹子给您查询一下哦,,,,silicon_valley
二楼算不算高空作业,高空作业,,美的,空调,,不算的,,,,silicon_valley
二楼算高空作业吗,高空作业,,美的,空调,,不算的,,,,silicon_valley
我想今天下单 年前能安装好吗,下单,,美的,空调,,越早下单 越快安排的哦,,,,silicon_valley
能连接wifi吗,WIFI,,美的,空调,,型号带有@或是E都是可以手机操作的,,,,silicon_valley
今天下单 明天可以到,Other,,美的,空调,,订单显示为准的哦,,,,silicon_valley
麻烦帮忙催催,看到发货,,美的,空调,,帮亲催一下,,,,silicon_valley
是室外机支架吗,室外机支架,,美的,空调,,室外机,,,,silicon_valley
安装是美的售后安装吗,美的售后安装,,美的,空调,,您在提交订单时，系统自动分配的京东安装，安装师傅会在您选择的安装时间主动联系您上门安装的；若您在提交订单时，没有显示安装和时间亲，请关注“美的服务”公众号，使用手机进行报装或者报修哦，美的售后师傅会在24小时内电话与您联系预约时间呢，既方便又快捷~,,,,silicon_valley
给我维修师傅联系方式,方式,,美的,空调,,亲1微信打开2添加朋友3搜素美的服务关注公众号4选择服务请求5填写原因6填写地址7选择预期时间8师傅会在预期时间内主动联系您上门免费检测的哈,,,,silicon_valley
是二级大1.5匹的是吧,Other,,美的,空调,,建议您尽快下单哦，越早下单我们也好越早给你安排安装时间，活动期间配送慢早买，让您能越早的使用我们的产品！,,,,silicon_valley
大一匹变频一级能效挂机,大变频,,美的,空调,,活动是限时限量，库存紧张，抓紧下单哦，早下单早发货，早安装！！！,,,,silicon_valley
制冷效果好吗,制冷效果效果好,,美的,空调,,匹数合适的情况下，制冷制热效果都是挺好的呢。,,,,silicon_valley
安装你们 会安排人 安装嘛,显示收到,,美的,空调,,订单显示为准的哦亲,,,,silicon_valley
空调吹出来的风不凉,声音作响,,美的,空调,,联系售后检测一下亲,,,,silicon_valley
帮我推荐一款 变频空调,推荐变频,,美的,空调,,几匹的呢,,,,silicon_valley
是变频的吗,区别,,美的,空调,,能发下链接吗,,,,silicon_valley
昨天我看还是3899呢 今天怎么3999了,Other,,美的,空调,,不同时间段活动不同，价格会随着活动和库存随之变化的呢，有涨有跌呢,,,,silicon_valley
怎么涨价了,Other,,美的,空调,,不同时间段活动不同，价格会随着活动和库存随之变化的呢，有涨有跌呢,,,,silicon_valley
你们支持货到付款吗,付款,,美的,空调,,您好，在结算的时候选择付款方式的，显示的就是支持的，不显示就是不支持,,,,silicon_valley
可以预约送货和安装吗,安排售后安装,,美的,空调,,可以预约安装,,,,silicon_valley
今天下单明天可以安装吗,安装,,美的,空调,,预约美的安装,,,,silicon_valley
是免费安装吗,安装费用,,美的,空调,,咱们是免人工费的哦,,,,silicon_valley
下单 没货啊,下单没货,,美的,空调,,亲，换一款可以吗,,,,silicon_valley
确定第二天能安装吗,第二天安装,,美的,空调,,不确定,,,,silicon_valley
什么时候安装,安装,,美的,空调,,订单有显示的,,,,silicon_valley
制冷效果怎么样,制冷,,美的,空调,,很好的呢,,,,silicon_valley
你们保修保换都是多久的,什么质量保障,,美的,空调,,您好亲，咱家30天无理由退/换，180天只换不修。整机免费包修6年，售后服务由美的厂家负责，终身维修，全国联保~关注“美的服务”公众号（报装或者报修）美的售后师傅会在24小时内电话与您联系预约时间呢，既方便又快捷~,,,,silicon_valley
保修多久,保修,,美的,空调,,您好亲，整机免费包修6年，售后服务由美的厂家负责，终身维修，全国联保~关注“美的服务”公众号（报装或者报修）美的售后师傅会在24小时内电话与您联系预约时间呢，既方便又快捷~、,,,,silicon_valley
免费安装是吗,安装费用,,美的,空调,,新机普通安装是免费的，如果需要额外的材料或特殊安装条件时才需要收费的哦~,,,,silicon_valley
免费安装吗,安装费用,,美的,空调,,新机普通安装是免费的，如果需要额外的材料或特殊安装条件时才需要收费的哦~,,,,silicon_valley
我们是5楼有有放室外机平台,三楼窗,,美的,空调,,具体安装环境要师傅看过才知道哦,,,,silicon_valley
我预约的明天早上安装 还没有师傅联系我,Other,,美的,空调,,安装是售后的服务,,,,silicon_valley
几天能安装上,安装,,美的,空调,,亲亲也可以选择到货联系售后预约安装的哦,,,,silicon_valley
6年的不是还需要购买吗,需要备注,,美的,空调,,亲不用的,,,,silicon_valley
什么是额外材料,额外材料,,美的,空调,,就是链接上的,,,,silicon_valley
那我可以退款吗,Other,,美的,空调,,亲可以取消订单,,,,silicon_valley
可以货到付款吗,付款,,美的,空调,,您提交订单填写好详细收货地址保存后是会根据您的收货地址自动出来支付方式的，您可以根据自己的需要选择下哦 ，是跟您的收货地址有关的呢。,,,,silicon_valley
那收货时间29是什么意思呀,收货时间,,美的,空调,,亲亲  发货和配送都是京东安排的呢  咨询下京东客服,,,,silicon_valley
怎么还不发货,收货时间,,美的,空调,,亲亲  发货和配送都是京东安排的呢  咨询下京东客服,,,,silicon_valley
怎么预约啊,联系联系,,美的,空调,,微信关注公众号：“美的服务”进行报装。安装人员会在24小时内与您预约上门时间哒~,,,,silicon_valley
所以6楼是要加100还是200元,楼加,,美的,空调,,"4层及4层以上,从楼顶通过吊绳、吊板等方式室外安装，200元/台",,,,silicon_valley
需要多久才能送到,Other,,美的,空调,,亲下单是有显示的预计到货时间和安装时间哦，以订单显示为准哦,,,,silicon_valley
我想明天到货可以明天安装吗,天能,,美的,空调,,是有显示配送时间的哦,,,,silicon_valley
为什么有的不支持本地销售啊,本地,,美的,空调,,限区域销售的,,,,silicon_valley
2楼 要在外面装,楼装,,美的,空调,,需要支架的么亲,,,,silicon_valley
有现货是吧,现货,,美的,空调,,是有显示的哦亲,,,,silicon_valley
质量没有问题吧,质量,,美的,空调,,京东商城保证是正品行货低价，30天价格保护，30天无理由退/换，180天只换不修，全网销售第一，并且有极速达及次日达，配送及售后有保证的哦，为了您的有效权益及产品得到保证，建议您在京东商城上购买。~,,,,silicon_valley
是正品吗,质量,,美的,空调,,京东商城保证是正品行货低价，30天价格保护，30天无理由退/换，180天只换不修，全网销售第一，并且有极速达及次日达，配送及售后有保证的哦，为了您的有效权益及产品得到保证，建议您在京东商城上购买。~,,,,silicon_valley
外机支架需要额外收费吗,外机支架,,美的,空调,,因为现在大部分人的家里都是有空调外机存放位的呢。所以为了节省顾客的购买成本，因此支架现在是选购了哦，京东在售所有品牌都没有的哦,,,,silicon_valley
架子收费吗,架子收费,,美的,空调,,亲外机支架原厂发出是没有的哦（支架）增加室外机普通支架：挂机空调40元，柜机空调支架60元。从安装师傅那里 购买就可以的哦、,,,,silicon_valley
能在玻璃上打孔吗,玻璃打孔,,美的,空调,,其它特殊墙体如：玻璃墙，保温板墙，瓷砖墙，木板墙等，需用户自行联系专业人员处理；,,,,silicon_valley
我昨天买的空调怎么今天没送,Other,,美的,空调,,如果需要准确的时间，麻烦亲联系京东专属家电客服（微信扫一扫）,,,,silicon_valley
二楼是免费安装吗 收高空费吗,安装费用,,美的,空调,,没有高空费的,,,,silicon_valley
加3米影响机器的使用效果吗,3米加影响,,美的,空调,,不影响的,,,,silicon_valley
发票还没给我开,Other,,美的,空调,,亲咨询下京东哦,,,,silicon_valley
怎么抢购啊,下单,,美的,空调,,先加入购物车,,,,silicon_valley
保修多久,保修,,美的,空调,,京东商城保证是正品行货低价，整机六年保修，30天价格保护，质量问题30天无理由退/换，180天只换不修，全网销售第一，并且有极速达及次日达，配送及售后有保证的哦，为了您的有效权益及产品得到保证，建议您在京东商城上购买。,,,,silicon_valley
质保几年,保修,,美的,空调,,京东商城保证是正品行货低价，整机六年保修，30天价格保护，质量问题30天无理由退/换，180天只换不修，全网销售第一，并且有极速达及次日达，配送及售后有保证的哦，为了您的有效权益及产品得到保证，建议您在京东商城上购买。,,,,silicon_valley
开什么发票,增值税专票,,美的,空调,,亲下单是可以选择发票的形式哦，电子发票的和增值税的，亲可以根据需要选择下哦，不能选择的是不支持的哦~,,,,silicon_valley
大1匹房间有15平方够用吗,适用面积,,美的,空调,,如果不是顶楼，且没有西晒或落地窗的话，是可以的哦亲,,,,silicon_valley
打孔是免费的吗,打孔要钱,,美的,空调,,同一台机器第一个普通砖墙使用冲击钻（非一次性成孔）打孔免费,,,,silicon_valley
怎么购买不了,购买不了,,美的,空调,,显示什么的亲,,,,silicon_valley
没货了吗,购买不了,,美的,空调,,显示什么的亲,,,,silicon_valley
你那个大一匹是不是指1.25匹的是不是,大匹,,美的,空调,,差不多,,,,silicon_valley
年前还能安装吗,Other,,美的,空调,,下单显示安装与送货时间,,,,silicon_valley
想咨询一下空调,空调,,美的,空调,,亲亲什么问题呢,,,,silicon_valley
1级是最好的是吗,最好,,美的,空调,,最省电的哦,,,,silicon_valley
怎么昨天2699 今天就2599了,2599,,美的,空调,,不同时间段活动不同，价格会随着活动和库存随之变化的呢，有涨有跌呢，您选择合适的价格购买即可，先买先享受呢,,,,silicon_valley
支架不是都带吗,Other,,美的,空调,,由于现在商品房普遍配备有支架、空调间，为了节省顾客购物成本，现在支架是选购的了呢。,,,,silicon_valley
今天下单 21号才能到,下单,,美的,空调,,亲 近期货量大加上活动力度大是有点慢的呢 空调旺季还望亲能谅解呢,,,,silicon_valley
我想改地址,写错地址,,美的,空调,,联系京东客服修改,,,,silicon_valley
我下单写错地址了可以改吗,写错地址,,美的,空调,,联系京东客服修改,,,,silicon_valley
免运费吗,运费,,美的,空调,,包邮,,,,silicon_valley
包邮吗,运费,,美的,空调,,包邮,,,,silicon_valley
你们是美的官方旗舰店,Other,,美的,空调,,京东自营店亲,,,,silicon_valley
空调外机不转了,我的遥控器,,美的,空调,,联系售后哦,,,,silicon_valley
没货了,没货,,美的,空调,,亲看其他的,,,,silicon_valley
25平方的,Other,,美的,空调,,两匹的,,,,silicon_valley
请问可以开增值税发票吗,开增值税专票,,美的,空调,,亲下单是可以选择发票的形式哦，电子的和增值税的，亲可以根据需要选择下哦，不能选择的是不支持的哦~,,,,silicon_valley
开增值税专票吗,开增值税专票,,美的,空调,,亲下单是可以选择发票的形式哦，电子的和增值税的，亲可以根据需要选择下哦，不能选择的是不支持的哦~,,,,silicon_valley
空调不带支架是吗,支架收费,,美的,空调,,亲~因为现在大部分人的家里都是有空调外机存放位的呢~所以为了节省顾客的购买成本，因此支架现在是选购了哦~京东在售品牌都没有哦~,,,,silicon_valley
有货吗,Other,,美的,空调,,不好意思亲，如果您所在的地址暂时无货的话，建议您查看下其他型号或是点击旁边的“到货通知”到货后会第一时间通知您，还望亲耐心等待下哦。,,,,silicon_valley
你们实体店价格一样吗,实体店价格,,美的,空调,,实体店的我们不清楚哦，线上销售的机型不一定线下有销售的，销售的渠道不同呢~,,,,silicon_valley
跟实体店的一样吗,实体店价格,,美的,空调,,实体店的我们不清楚哦，线上销售的机型不一定线下有销售的，销售的渠道不同呢~,,,,silicon_valley
我在10几层也就是要200安装费,安装,,美的,空调,,从楼顶通过吊绳、吊板等方式室外安装，200元/台；,,,,silicon_valley
铜管 外机支架都是送的嘛,支架送,,美的,空调,,自带3米铜管的,,,,silicon_valley
空调不制冷是怎么回事,制冷,,美的,空调,,亲联系售后看下,,,,silicon_valley
那就是说正1.5匹就是大1.5匹,Other,,美的,空调,,恩恩是的呢亲,,,,silicon_valley
怎么保价,保价申请,,美的,空调,,联系京东客服申请,,,,silicon_valley
请问是免费安装吗,安装费用,,美的,空调,,普通安装是免费的，如果需要额外的材料或特殊安装条件时需要收费的。 一般常见可能涉及需要收费的项目有：购买支架、加长连接管、高空作业服务等。（柜机增加空气开关）更多详情可参考京东的安装收费标准https://help.jd.com/user/issue/239-275.html。,,,,silicon_valley
你们不是今天下单明天到货吗,天能,,美的,空调,,亲，有货的到货一般是2-5天内（较近市区是1-2天内）的，您在下单的时候在配送方式里会显示最快送货日期的#E-s31 京东会根据订单日期配送的，师傅去前会跟您电话联系的，请您保持电话畅通哦。#E-s05,,,,silicon_valley
旧的空调你们回收吗,回收,,美的,空调,,目前只有北京，上海，广州，深圳支持以旧换新的哦，其他城区暂时没有开通的，亲也可以请关注“美的服务”公众号，咨询下当地是否有此活动哦~,,,,silicon_valley
还要收什么费用,收费,,美的,空调,,一般常见可能需要收费的项目有：购买支架、加长连接管、高空作业服务  打孔等，亲看一下您家会涉及到哪项呢~~,,,,silicon_valley
保修免费还是收费,保修免费,,美的,空调,,机器在保修期内产品本身质量问题是凭借购机发票跟保修卡免费上门维修的哦,,,,silicon_valley
2299为什么是2349,Other,,美的,空调,,亲价格是京东维护的 联系京东客服咨询一下哦,,,,silicon_valley
4层有放空调平台需要收费吗,楼窗台,,美的,空调,,有平台不外出是不收的,,,,silicon_valley
正1.5匹是大1.5匹么,Other,,美的,空调,,叫法的区别哦亲,,,,silicon_valley
下不了单,Other,,美的,空调,,亲怎么显示,,,,silicon_valley
高空作业费是多少,高空作业费,,美的,空调,,"（高空）1.4层及4层以上,从窗户出入墙体外安装，100元/台；  2.4层及4层以上,从楼顶通过吊绳、吊板等方式室外安装，200元/台；  3.直接在阳台或平台上安装是免费（不外出）  #E-s01注：因悬挂窗外高空或者身系安全带等作业属于高空危险作业，需要收取一定费用的哦。",,,,silicon_valley
能否开发票,发票,,美的,空调,,发票类型有：电子发票（默认），增值税发票，亲在下单时请正确选择自己需求的发票，，电子发票是在您账户，【增值税发票（电脑操作）是完成订单后单独寄出】,,,,silicon_valley
包安装吗,安装费用,,美的,空调,,、亲爱哒，我们包配送~包安装~~免手工费~免运送费~产品帮您送到家~新机普通安装是免费的，如果需要额外的材料或特殊安装条件时才需要收费的哦~,,,,silicon_valley
还没发货吗,发货,,美的,空调,,亲亲 发货和配送都是京东安排的 咨询下京东客服哦,,,,silicon_valley
给我个售后电话,售后,,美的,空调,,美的售后  四00八八九九三一五,,,,silicon_valley
明天能来吗,Other,,美的,空调,,您耐心等待下哦,,,,silicon_valley
现在没有货吗,Other,,美的,空调,,无货无法下单,,,,silicon_valley
我要电话,电话,,美的,空调,,四00八八九九三一五,,,,silicon_valley
大1.5的有吗,Other,,美的,空调,,叫法不同的,,,,silicon_valley
空调安装位置要离房顶多少距离,适用面积|使用面积最小空间,,美的,空调,,室内机安装位置最基本的要求（适用分体壁挂式）：左右两侧不小于12cm，上侧不小于15cm，下侧不小于200cm。,,,,silicon_valley
空调安装有没有什么要求,适用面积|使用面积最小空间,,美的,空调,,室内机安装位置最基本的要求（适用分体壁挂式）：左右两侧不小于12cm，上侧不小于15cm，下侧不小于200cm。,,,,silicon_valley
装起来后长度会不会增加一点,适用面积|使用面积最小空间,,美的,空调,,室内机安装位置最基本的要求（适用分体壁挂式）：左右两侧不小于12cm，上侧不小于15cm，下侧不小于200cm。,,,,silicon_valley
室内机上下40公分的安装空间够不够,适用面积|使用面积最小空间,,美的,空调,,室内机安装位置最基本的要求（适用分体壁挂式）：左右两侧不小于12cm，上侧不小于15cm，下侧不小于200cm。,,,,silicon_valley
儿童锁是怎么样,触摸板锁定,,美的,空调,,童锁：同时按下遥控器上的“△”、“▽”调整键超过5秒，显示屏上锁定图标即可锁定；重复操作即可解锁,,,,silicon_valley
